Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
03/04/2026,19:45,Paris SG,Toulouse,3,1,H,2,1,H,17,5,7,1,5,2,4,13,0,1,0,0
04/04/2026,16:00,Strasbourg,Nice,3,1,H,3,0,H,16,8,6,3,4,10,7,15,0,2,0,0
04/04/2026,18:00,Brest,Rennes,3,4,A,1,2,A,10,15,4,7,3,7,13,11,2,4,0,0
04/04/2026,20:05,Lille,Lens,3,0,H,1,0,H,13,5,7,1,3,3,9,13,3,2,0,0
05/04/2026,14:00,Angers,Lyon,0,0,D,0,0,D,7,11,1,2,3,7,14,13,3,0,0,0
05/04/2026,16:15,Le Havre,Auxerre,1,1,D,1,1,D,10,12,3,2,5,5,16,21,2,2,0,0
05/04/2026,16:15,Lorient,Paris FC,1,1,D,0,0,D,10,7,3,5,5,6,8,6,1,2,0,0
05/04/2026,16:15,Metz,Nantes,0,0,D,0,0,D,19,6,5,2,6,3,14,10,2,1,0,1
05/04/2026,19:45,Monaco,Marseille,2,1,H,0,0,D,7,19,3,9,0,8,14,9,2,2,0,0
10/04/2026,18:00,Paris FC,Monaco,4,1,H,3,1,H,12,19,6,5,1,11,5,6,1,0,0,0
10/04/2026,20:05,Marseille,Metz,3,1,H,1,0,H,18,6,9,2,7,4,12,8,1,2,0,0
11/04/2026,18:00,Auxerre,Nantes,0,0,D,0,0,D,5,13,0,4,3,2,20,15,0,4,0,0
11/04/2026,20:05,Rennes,Angers,2,1,H,2,0,H,15,6,7,4,11,3,9,15,0,2,0,0
12/04/2026,16:15,Nice,Le Havre,1,1,D,0,1,A,15,11,5,6,5,2,20,14,1,1,0,0
12/04/2026,16:15,Toulouse,Lille,0,4,A,0,1,A,9,15,1,9,4,2,13,12,2,0,1,0
12/04/2026,19:45,Lyon,Lorient,2,0,H,0,0,D,11,12,5,6,4,6,17,14,4,1,0,0
17/04/2026,19:45,Lens,Toulouse,3,2,H,0,2,A,41,5,13,2,14,1,9,15,1,1,0,1
18/04/2026,16:00,Lorient,Marseille,2,0,H,1,0,H,11,16,4,2,1,7,6,10,0,3,0,0
18/04/2026,18:00,Angers,Le Havre,1,1,D,1,1,D,11,16,5,8,4,3,15,20,1,3,0,1
18/04/2026,20:05,Lille,Nice,0,0,D,0,0,D,9,5,2,1,5,3,9,10,3,1,0,0
19/04/2026,14:00,Monaco,Auxerre,2,2,D,0,2,A,15,12,6,7,11,3,19,8,2,3,0,0
19/04/2026,16:15,Metz,Paris FC,1,3,A,1,1,D,13,15,6,7,6,5,9,8,2,2,0,0
19/04/2026,16:15,Nantes,Brest,1,1,D,1,0,H,17,4,4,2,11,0,13,17,2,2,1,0
19/04/2026,16:15,Strasbourg,Rennes,0,3,A,0,1,A,9,26,1,9,2,9,10,12,0,1,0,0
19/04/2026,19:45,Paris SG,Lyon,1,2,A,0,2,A,23,6,6,5,13,5,10,8,5,1,0,0
22/04/2026,18:00,Paris SG,Nantes,3,0,H,2,0,H,14,11,6,4,7,6,11,8,2,1,0,0
24/04/2026,19:45,Brest,Lens,3,3,D,3,0,H,6,25,3,7,0,6,7,11,3,3,0,0
25/04/2026,14:00,Lyon,Auxerre,3,2,H,1,1,D,12,9,6,2,6,3,11,15,1,2,0,0
25/04/2026,18:00,Angers,Paris SG,0,3,A,0,2,A,6,17,1,10,5,4,9,3,0,2,0,1
25/04/2026,20:05,Toulouse,Monaco,2,2,D,0,2,A,18,8,5,5,4,2,17,10,3,2,0,0
26/04/2026,14:00,Lorient,Strasbourg,2,3,A,1,0,H,14,11,6,5,9,7,9,16,1,2,0,0
26/04/2026,16:15,Le Havre,Metz,4,4,D,2,2,D,14,12,5,5,6,4,12,12,3,1,0,0
26/04/2026,16:15,Paris FC,Lille,0,1,A,0,1,A,7,10,2,4,7,3,12,10,6,3,1,0
26/04/2026,16:15,Rennes,Nantes,2,1,H,1,1,D,14,24,5,8,6,8,15,15,3,2,0,0
26/04/2026,19:45,Marseille,Nice,1,1,D,0,0,D,24,5,6,2,7,1,14,7,4,1,0,0
02/05/2026,14:00,Nantes,Marseille,3,0,H,0,0,D,17,16,6,8,7,8,12,11,1,3,0,0
02/05/2026,16:00,Paris SG,Lorient,2,2,D,1,1,D,24,5,6,3,12,2,9,7,1,1,0,0
02/05/2026,18:00,Metz,Monaco,1,2,A,0,0,D,13,15,1,3,5,9,10,15,0,2,0,0
02/05/2026,20:05,Nice,Lens,1,1,D,0,0,D,9,16,2,4,7,8,11,10,2,3,0,1
03/05/2026,14:00,Lille,Le Havre,1,1,D,1,1,D,22,2,10,2,14,5,9,15,2,3,0,0
03/05/2026,16:15,Auxerre,Angers,3,1,H,1,0,H,19,9,10,3,4,6,12,2,2,4,0,1
03/05/2026,16:15,Paris FC,Brest,4,0,H,2,0,H,17,10,8,1,7,3,10,8,2,1,0,0
03/05/2026,16:15,Strasbourg,Toulouse,1,2,A,1,1,D,9,16,4,6,8,3,7,15,1,3,0,0
03/05/2026,19:45,Lyon,Rennes,4,2,H,2,1,H,16,8,9,5,7,5,10,14,0,3,0,0
08/05/2026,19:45,Lens,Nantes,1,0,H,0,0,D,14,15,5,3,8,3,15,15,2,1,0,0
10/05/2026,20:00,Angers,Strasbourg,1,1,D,0,1,A,11,15,4,6,0,2,16,13,2,2,0,0
10/05/2026,20:00,Auxerre,Nice,2,1,H,1,1,D,12,10,4,6,10,1,15,9,1,0,0,0
10/05/2026,20:00,Le Havre,Marseille,0,1,A,0,0,D,10,8,2,3,3,0,20,22,4,2,0,0
10/05/2026,20:00,Metz,Lorient,0,4,A,0,1,A,8,14,2,7,7,4,8,8,2,2,0,0
10/05/2026,20:00,Monaco,Lille,0,1,A,0,0,D,7,7,3,2,5,2,13,10,1,3,0,0
10/05/2026,20:00,Paris SG,Brest,1,0,H,0,0,D,23,3,6,2,13,2,5,12,0,0,0,0
10/05/2026,20:00,Rennes,Paris FC,2,1,H,0,0,D,14,11,5,1,8,2,13,11,0,2,0,0
10/05/2026,20:00,Toulouse,Lyon,2,1,H,1,0,H,14,18,6,3,7,8,20,9,6,2,1,0
13/05/2026,18:00,Brest,Strasbourg,1,2,A,1,2,A,21,10,6,5,5,4,10,11,0,1,0,0
13/05/2026,20:00,Lens,Paris SG,0,2,A,0,1,A,25,10,10,3,6,3,9,3,0,1,0,0
